transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban,recipient_iban,balance_after,description,timestamp
4944b5a4-6168-4aaa-9a28-80b155810dd9,SCHN-WLLM-7FE-NOR-1,RES86407,transfer,1171.81,,,US57A3302235669370379483702,IT13T4861131897977471891429034,24432.13,Rent payment Jan - Appartamenti Italia North Druid Hills,2087-01-03T13:47:48
60fdad05-a5dd-4732-b663-3d328b76d35d,EMP32443,WMRE-MRLS-806-TRI-0,transfer,1758.00,,,IT10T5390296174590648960158487,DE08R2860612518884874401488,14573.05,Salary payment Jan,2087-01-03T16:35:23
07ac9de2-dc88-4a36-ae09-c20f9408f7e4,EMP90885,SCHN-WLLM-7FE-NOR-1,transfer,3624.02,,,IT22X1379004263154049185190526,US57A3302235669370379483702,28056.15,Salary payment Jan,2087-01-03T17:01:42
06587793-6a94-44d9-bc62-c9ca4e3c7fb1,BRSL-MRGH-80A-ROM-0,,in-person payment,47.99,Rome - Via Veneto Wine Bar,mobile phone,IT37M8737377314188313456118,IT77O6212096438939001471531864,10756.37,,2087-01-03T17:45:29
c2bec586-e52a-4e6c-b442-0a74f7584d1a,RSMN-MXMA-7FF-MUN-0,HOME78358,transfer,1514.58,,,DE02A0525714154438972242241,IT92S2786972386218921502344428,33103.97,Rent payment Jan - Abitazioni Plus,2087-01-03T18:04:36
80c2ef6f-7a08-41ab-a984-69a4ca760f3c,HNDA-FRNJ-80B-USL-1,STAN49589,transfer,40.63,,,DE36Q4220005185101415884615,IT21I2515473625361931410041832,482.19,Rent payment Jan - Rent&Go,2087-01-04T08:13:14
97b0be56-2f3e-4ea9-a329-09b0df6cdf9c,WMRE-MRLS-806-TRI-0,DOM56323,transfer,577.27,,,DE08R2860612518884874401488,IT27J6110704172433322672952773,13995.78,Rent payment Jan - Property Solutions Trier,2087-01-04T08:33:20
9e68464d-e505-4484-b0e2-b9d3a33c56bc,EMP57968,FSTA-DTRI-7F5-COL-1,transfer,12642.82,,,IT43T1319680651497258824418131,DE71U2337254500431140540960,42510.19,Salary payment Jan,2087-01-04T09:37:50
507a129c-0e93-4e6f-8c39-126d14fa1025,EMP47456,KLMT-RNST-80D-SCH-1,transfer,1168.94,,,IT66M2599257503509201752127464,DE21R7603852641851255449201,9134.62,Salary payment Jan,2087-01-04T09:44:57
bc670b8b-67ba-4ebb-b68b-8ce474252ffa,EMP81198,BNDL-GRNU-805-CAP-1,transfer,2990.51,,,IT32F3782816737299246209769239,IT20U3512216515468319863172,12521.34,Salary payment Jan,2087-01-04T11:18:25
2d5c6567-01f5-4fb1-90e7-b674f97202be,KLMT-RNST-80D-SCH-1,HOME42506,transfer,469.19,,,DE21R7603852641851255449201,IT42X6509294059143305493873726,8665.43,Rent payment Jan - Stanza Agency,2087-01-04T11:49:23
afdf522d-94cc-4282-8e32-7816afe92bc7,EMP37342,WRMR-DNNY-809-STU-0,transfer,2390.44,,,IT94W9051935439240719780582820,DE93R8076930028020096450654,10883.32,Salary payment Jan,2087-01-04T11:53:59
5dc57b8b-193b-4d7d-972d-0ae360ba925e,EMP63919,SCTT-STVN-804-PLA-0,transfer,3435.90,,,IT40R4651724889382314680882175,US92Y5021056792584486489710,25532.84,Salary payment Jan,2087-01-04T12:53:26
dbfec229-4a2b-4326-8cb2-345f532883f0,BRSL-MRGH-80A-ROM-0,ORGPH73413,e-commerce,23.23,Phone bill,debit card,IT37M8737377314188313456118,IT54N3680417370131511476881176,10733.14,,2087-01-04T13:24:20
3f91c9ed-1d61-46b5-9b8d-551f1c00dfc8,RÖHR-KTHR-7D8-KUL-0,RES83774,transfer,1303.36,,,DE75D7483048123536868406664,IT34K9919744863236088602661687,13412.19,Rent payment Jan - Real Estate Italia,2087-01-04T13:36:02
1581f75b-56a0-4971-b910-6f86971b4219,EMP35448,LÖWR-PHLP-7F3-HER-0,transfer,27353.37,,,IT90L2955654994704415131043827,DE91B6204686810026314426251,139989.33,Salary payment Jan,2087-01-04T13:49:31
0af11f3e-3ddd-4b49-93d2-c20dac4b817b,BRSL-MRGH-80A-ROM-0,,in-person payment,16.53,Rome - Colosseum Coffee Bar,mobile phone,IT37M8737377314188313456118,IT71D2650009423250228166177605,10716.61,,2087-01-04T14:44:58
07fd71fc-9ca8-439b-9570-3a642fdcc0db,EMP95006,WLLM-FRDR-801-LUT-0,transfer,1514.91,,,IT22X9393559701846286317778844,GB72D2477118053666394257510,9121.67,Salary payment Jan,2087-01-04T14:56:23
9039374f-3f0b-48a9-b399-0a99d56a1cfa,BNDL-GRNU-805-CAP-1,RES68395,transfer,1096.26,,,IT20U3512216515468319863172,IT25D9093302905763056254801222,11425.08,Rent payment Jan - Abitare Oggi Capannori,2087-01-04T15:19:37
f0b828bf-8718-4e8f-960c-8bdaf6839f62,WLFF-NTLA-7D2-NUR-0,PROP78070,transfer,800.55,,,DE43C4006778216313461836596,IT70P7481211137109942419558097,17416.89,Rent payment Jan - Casa Gestione Nuremberg,2087-01-04T16:11:34
eb031b76-5992-4bfa-a36a-a8a2e15e14f2,EMP22088,WLFF-NTLA-7D2-NUR-0,transfer,2535.34,,,IT42B9291087352929611952872067,DE43C4006778216313461836596,19952.23,Salary payment Jan,2087-01-04T16:15:56
0f2337c9-9abf-4ed4-a915-810c329c5464,EMP62736,BCHR-NCLS-809-AJA-0,transfer,1214.22,,,IT35J4568007303620067673636789,FR88Z6336142701556225305800,4671.00,Salary payment Jan,2087-01-04T17:04:37
6dea6a35-5dcc-4bba-9a46-31417eeaf664,EMP78454,MCGE-WLLM-7FF-NEW-1,transfer,2171.49,,,IT39S7965305277060016886830132,US71J5653679690582671834899,13715.41,Salary payment Jan,2087-01-04T17:26:28
9a906d2b-4ed9-4784-95a5-61590be09b3c,MCGE-WLLM-7FF-NEW-1,RENT37608,transfer,838.40,,,US71J5653679690582671834899,IT62K4832853592708324935159959,12877.01,Rent payment Jan - Home Living,2087-01-04T17:45:44
415d7568-c0ff-42d9-b82f-7774b5b89c09,EMP48797,PKRT-BNCI-812-PAP-1,transfer,230.83,,,IT10W7379920794914890205784309,DE52F5969669292254149469487,869.69,Salary payment Jan,2087-01-04T18:00:53
000c21bd-9696-4385-8c49-569567ccf63f,EMP52798,CHVN-HNRT-801-TOU-0,transfer,3210.13,,,IT57A7289421449034751515792878,FR68H6081253120810974028651,25909.36,Salary payment Jan,2087-01-04T19:07:18
0eb786e8-afa2-4acb-9fc3-30b2cfa06804,EMP54770,THMS-DVDA-7D3-STO-1,transfer,2432.62,,,IT59B4104799552523337185693981,US53O6522384759299701576671,20956.09,Salary payment Jan,2087-01-04T20:35:27
d6f18a99-2dc8-4b85-8e09-18e219970f02,RSMN-MXMA-7FF-MUN-0,SHPBR33598,e-commerce,68.70,BrightCart Marketplace,debit card,DE02A0525714154438972242241,IT33T8566372305884157460449186,33035.27,,2087-01-04T20:44:11
f848a603-cf60-41b1-8df4-ba803c4fb730,BRSL-MRGH-80A-ROM-0,,in-person payment,50.88,Rome - Colosseum Corner Cafe,debit card,IT37M8737377314188313456118,IT40L6078447970801491161715500,10665.73,,2087-01-04T22:47:15
3469b8c7-db1d-480e-b466-e8bfb1316b72,THMP-KTHR-7F5-LAN-1,ORGSP46076,e-commerce,241.82,BrightCart Market,debit card,IT90Q7674742654106035117603903,IT54J7294778641467353051310870,8889.94,,2087-01-05T09:06:13
db2bf998-9867-4dea-8d51-7084847b09ea,PCRD-CHRL-7F9-GRA-0,DOM72313,transfer,991.77,,,FR39O4758880918977791586173,IT85J4045268359036854182644476,21448.94,Rent payment Jan - Housing Partners,2087-01-05T09:31:32
5b71468e-f2b7-4791-9e1e-0b94a0ea2c1c,BRSL-MRGH-80A-ROM-0,,in-person payment,18.12,Rome - Pantheon Coffee House,mobile phone,IT37M8737377314188313456118,IT32P7148788418504398598429707,10647.61,,2087-01-05T09:39:31
1cb3798a-c67d-4597-9f6b-b8739a8fd122,WTSN-PLAU-808-LIV-1,CASE26528,transfer,170.21,,,GB78G1267829639914608454994,IT15D1024956392917547119023759,1989.42,Rent payment Jan - Rental Management Liverpool,2087-01-05T11:36:26
bac16f32-b0df-42da-bfd7-63fdd2c4297d,RSMN-MXMA-7FF-MUN-0,,in-person payment,65.50,Munich - Isar Riverside Cafe,Google Pay,DE02A0525714154438972242241,IT35G4061954340947796690461257,32969.77,,2087-01-05T11:40:50
ef1e4345-f33b-4897-8e76-f67340d42258,WLSN-MRKA-800-DAL-0,RENT14983,transfer,1119.82,,,US55Z2018371668103325517950,IT82B4712772404719258142534386,18518.46,Rent payment Jan - Property Hub Dallas,2087-01-05T11:42:37
1c8a033b-a6bd-4ec5-9bc9-f53a0ec89e4c,EMP10185,THMP-KTHR-7F5-LAN-1,transfer,7994.89,,,IT53F3462327549272406613397297,US98O8833987184952393998596,29302.32,Salary payment Jan,2087-01-05T11:53:26
b10aa031-8532-4436-abf3-b63888a949d2,EMP45615,LMRE-MRCL-7F9-MAR-0,transfer,6521.67,,,IT15U7644034410609894116575557,FR24C7135999018603731024972,26656.54,Salary payment Jan,2087-01-05T12:15:41
c1f0acab-4134-485a-9122-7df629a8a254,EMP65333,STNA-MNDY-7EF-WIM-1,transfer,28202.77,,,IT74D2396016724089873559143855,GB93H8064960264827974100428,135144.49,Salary payment Jan,2087-01-05T12:20:29
507fc0c7-b6b9-4de7-b7db-1e91684179b3,SCTT-STVN-804-PLA-0,ABIT51313,transfer,1194.46,,,US92Y5021056792584486489710,IT61F3522460785606777499322705,24338.38,Rent payment Jan - Affitti Italiani Plano,2087-01-05T13:24:20
a22073ac-2495-4d27-b118-b796f3697c4a,EMP10302,BRKS-MAIE-7D5-LON-1,transfer,2750.81,,,IT98W6020451371457184688673594,GB64O2353587549278719931050,19158.94,Salary payment Jan,2087-01-05T13:26:01
99a962ae-8e14-4d1d-a074-dfc29968029c,FSTA-DTRI-7F5-COL-1,RENT70308,transfer,2553.33,,,DE71U2337254500431140540960,IT33T3809433746806200381711679,39956.86,Rent payment Jan - Stanza Agency,2087-01-05T14:06:23
2e80592a-83dc-4c73-8850-61ae4b0583bb,EMP72538,KÄST-KRYS-80D-POT-0,transfer,1056.18,,,IT43L7801934060751651779554115,DE10X1570993210736919575996,4209.93,Salary payment Jan,2087-01-05T14:22:01
c2f923ba-909a-4763-9864-e77df9237c7a,THMP-KTHR-7F5-LAN-1,ORGSP46076,e-commerce,117.93,BrightCart Market,debit card,IT90Q7674742654106035117603903,IT54J7294778641467353051310870,8772.01,,2087-01-05T14:52:25
be088578-e0ec-4c80-b7b2-85f35d5daafb,STNA-MNDY-7EF-WIM-1,DOM50163,transfer,6221.71,,,GB93H8064960264827974100428,IT41R4354203188788831691354315,128922.78,Rent payment Jan - Rental Management Wimbledon,2087-01-05T14:54:12
617ba9fd-b8f8-4e2f-80c9-7c355ea94267,CHVN-HNRT-801-TOU-0,DOM71655,transfer,1098.78,,,FR68H6081253120810974028651,IT37C2585954718444223310384665,24810.58,Rent payment Jan - Housing Partners Tourcoing,2087-01-05T15:42:47
83d140b0-fa1e-40bf-aa5d-b41f6e666165,FRNC-MGNE-7F8-SAN-1,IMMO19982,transfer,1173.71,,,US22R3468868281107439220311,IT63T8530025726578484764944729,27684.08,Rent payment Jan - Locazioni Smart,2087-01-05T16:00:43
f4119bba-4720-469d-90f4-cf15e4e6afe3,RSMN-MXMA-7FF-MUN-0,,in-person payment,57.20,Munich - Isar River Cafe,debit card,DE02A0525714154438972242241,IT46I8473944056410875889924664,32912.57,,2087-01-05T16:09:18
957433ee-ac01-4399-aa98-3669de8ad95d,BRYA-BRNR-7FC-BOR-1,RES76287,transfer,2678.85,,,FR16S4525974336220711169851,IT44M5303967517469957565109775,52684.45,Rent payment Jan - Locazioni Smart Bordeaux,2087-01-05T17:59:14
4b695ae7-00d3-41e9-b41e-557758c3c3f4,RSMN-MXMA-7FF-MUN-0,,in-person payment,191.98,Munich - Marienplatz Coffee House,debit card,DE02A0525714154438972242241,IT86T9531808115692567150904581,32720.59,,2087-01-05T18:34:05
b377a5af-3cde-4872-8be8-00543c6d6c8f,EMP19768,WTSN-PLAU-808-LIV-1,transfer,423.35,,,IT63Q8314689408999745639859844,GB78G1267829639914608454994,2412.77,Salary payment Jan,2087-01-05T19:28:45
c6ab5272-5f40-4b29-88c7-6dfc6f540b1b,BCHR-NCLS-809-AJA-0,RES95337,transfer,498.00,,,FR88Z6336142701556225305800,IT94H1770506523245269655501202,4173.00,Rent payment Jan - Stanza Agency,2087-01-05T20:17:55
64f931dc-36e0-465d-89b2-fcf6e47723b3,BRSL-MRGH-80A-ROM-0,RES26219,transfer,540.34,,,IT37M8737377314188313456118,IT81U4752639350805519567270925,10107.27,Rent payment Jan - Residenze Milano Rome,2087-01-05T20:26:00
ddd1d3bb-b00c-49ca-aeab-8dc6a4a6cf4e,EMP33991,CNTT-BNCI-7F7-CES-0,transfer,6656.31,,,IT89K7345299434367720337457802,IT90U6113387671026446399256,32102.75,Salary payment Jan,2087-01-05T20:37:03
e57c0ab9-dddd-4809-9369-7363fb8e5d12,CNTT-BNCI-7F7-CES-0,CASE10827,transfer,2084.39,,,IT90U6113387671026446399256,IT60X2698591542787216403348628,30018.36,Rent payment Jan - Case Sicure,2087-01-05T20:41:05
141525d1-38f9-4061-9520-e46f69656dbb,RSMN-MXMA-7FF-MUN-0,,withdrawal,99.52,Munich - ATM Munich Central Station,debit card,DE02A0525714154438972242241,,32621.07,,2087-01-06T07:31:17
b90f6717-24f8-451a-b098-31866473ebe2,RSMN-MXMA-7FF-MUN-0,,in-person payment,179.61,Munich - Isar Riverside Cafe,debit card,DE02A0525714154438972242241,IT99H8731052223376573488930492,32441.46,,2087-01-06T10:03:09
3d3a134a-259b-48f5-b0ce-1f3a44ebef31,LÖWR-PHLP-7F3-HER-0,ABIT89119,transfer,5110.70,,,DE91B6204686810026314426251,IT75M9244922190684362085677278,134878.63,Rent payment Jan - Stanza Agency,2087-01-06T10:06:13
936b96ec-14f2-422c-8e77-d76dafa91d20,WRMR-DNNY-809-STU-0,IMMO52661,transfer,779.00,,,DE93R8076930028020096450654,IT86S7674490152421020588637618,10104.32,Rent payment Jan - Case Sicure,2087-01-06T10:34:39
c30f3e2f-79bf-4a09-859f-635595f68c6b,BRKS-MAIE-7D5-LON-1,,withdrawal,149.93,London - ATM Kings Cross Station,debit card,GB64O2353587549278719931050,,19009.01,,2087-01-06T10:55:18
c87b3dc9-c899-4e97-b4b2-22f13d2e6d62,RSMN-MXMA-7FF-MUN-0,,withdrawal,50.43,Munich - ATM Munich City Center,debit card,DE02A0525714154438972242241,,32391.03,,2087-01-06T12:47:55
659a9583-d9cf-4ac1-8f26-0a10d76fea00,BRKS-MAIE-7D5-LON-1,,in-person payment,60.64,London - Westminster Deli and Pantry,mobile phone,GB64O2353587549278719931050,IT27D3654022710139261394523223,18948.37,,2087-01-06T14:03:05
111a7933-ee3c-4e98-80f1-460d5f40818f,BRSL-MRGH-80A-ROM-0,,withdrawal,300.25,Rome - ATM Trastevere Market,debit card,IT37M8737377314188313456118,,9807.02,,2087-01-06T14:04:30
bf48b0fe-7b54-4c99-81e4-f0e46b31af02,TMST-GNTI-801-NOC-1,APP89482,transfer,552.56,,,IT13M5057036148562636251323,IT95Y3488803782689946719391503,6563.37,Rent payment Jan - Residenze Milano Nocera Inferiore,2087-01-06T14:46:46
38233793-70fd-4662-91ed-4d95c4c91536,THMP-KTHR-7F5-LAN-1,,in-person payment,108.70,Lantana - Lantana Beachside Market,smartwatch,US98O8833987184952393998596,IT12L6857762285992794327060867,29193.62,,2087-01-06T15:21:57
8b89cf51-742d-467d-b967-a42441acd4bc,RSMN-MXMA-7FF-MUN-0,SUBPL58267,e-commerce,242.17,PulseCycle Subscriptions,debit card,DE02A0525714154438972242241,IT86X8592268995886208127571499,32148.86,,2087-01-06T17:20:54
74d64466-a3cc-40dd-b7a1-5e6a1661fbce,EMP55724,TMST-GNTI-801-NOC-1,transfer,1498.54,,,IT97R7521850279647426497647350,IT13M5057036148562636251323,8061.91,Salary payment Jan,2087-01-06T18:20:53
31fc9991-d106-4684-886e-4fa196e2c551,EMP52353,FRNC-MGNE-7F8-SAN-1,transfer,4576.05,,,IT34Q2600748640958463511095053,US22R3468868281107439220311,32260.13,Salary payment Jan,2087-01-06T18:39:41
aa748708-0a0f-4985-9f50-5071b5cee98e,BRYA-BRNR-7FC-BOR-1,,in-person payment,57.09,Bordeaux - Bordeaux Wine House,debit card,FR16S4525974336220711169851,IT70H2389984740977213814077510,52627.36,,2087-01-06T18:51:54
3cdcee41-14b0-4fa4-8cd8-f0551ce95f63,THMS-DVDA-7D3-STO-1,STAN36111,transfer,740.35,,,US53O6522384759299701576671,IT23K1685935711900817225143903,20215.74,Rent payment Jan - Immobiliare Services Stockton,2087-01-06T20:19:05
f08505cc-91c2-47db-9ad4-c9761932752b,EMP12715,RÖHR-KTHR-7D8-KUL-0,transfer,4027.44,,,IT24A7233059462378959653645890,DE75D7483048123536868406664,17439.63,Salary payment Jan,2087-01-06T20:24:03
4517207e-11aa-4ed1-a7e9-b405605fd428,THMP-KTHR-7F5-LAN-1,,in-person payment,155.15,Lantana - Lantana Harbor Cafe,Google Pay,IT90Q7674742654106035117603903,IT14F4294671023361416363348034,8616.86,,2087-01-06T20:46:48
e1bbae27-92ce-4b81-9311-be1a317a9a80,RSMN-MXMA-7FF-MUN-0,VNDSV33556,direct debit,154.70,,,DE02A0525714154438972242241,IT34D4500096637621875253361828,31994.16,Professional indemnity insurance,2087-01-07T01:01:58
07d07ae3-3c5e-4804-b851-c540aa87dfdb,BRSL-MRGH-80A-ROM-0,,in-person payment,60.53,Rome - Trastevere Coffee House,debit card,IT37M8737377314188313456118,IT51H1330195792953289384412895,9746.49,,2087-01-07T08:30:28
b6c67a40-ab9b-4527-9af5-6542e9bc88b6,BRKS-MAIE-7D5-LON-1,,withdrawal,20.29,London - ATM Kings Cross Station Entrance,debit card,GB64O2353587549278719931050,,18928.08,,2087-01-07T09:10:42
5fc4397a-e7a4-422f-900f-c72418e19186,THRR-NNAE-7FC-PAR-1,VNDSP40785,e-commerce,14.43,BrightLane Market,debit card,FR87J5326448215127010563993,IT23G6313129924059163684710782,62025.38,,2087-01-07T11:18:58
38ff3779-3ae5-43aa-a644-1687fda6ee65,KLMT-RNST-80D-SCH-1,,in-person payment,22.48,Schwabach - Schwabach Goldsmiths,mobile phone,DE21R7603852641851255449201,IT43O4375770158606600715408523,8642.95,,2087-01-07T11:46:59
47d17a58-433b-40f7-b015-359ff8b3b6cf,KLMT-RNST-80D-SCH-1,ENTLN59645,transfer,148.22,,,DE21R7603852641851255449201,IT82Y2759338889268884049447653,8494.73,Loan payment,2087-01-07T12:45:33
999c5495-f13d-4069-83aa-8a1375985f6d,EMP99034,NLSN-JFFR-7FD-LON-1,transfer,2235.82,,,IT89X7407375087444271330776408,GB97G6070543916778927664841,13863.38,Salary payment Jan,2087-01-07T15:08:52
74a20b1d-d08b-4b49-84a2-1c0f985dd574,WLLM-FRDR-801-LUT-0,ABIT43167,transfer,517.38,,,GB72D2477118053666394257510,IT27F1364105941460298210655022,8604.29,Rent payment Jan - Immobiliare Services,2087-01-07T15:36:11
46a43967-4024-44a6-9bab-61fcbfa637e1,LMRE-MRCL-7F9-MAR-0,IMMO83011,transfer,1549.73,,,FR24C7135999018603731024972,IT96Z6255018204753468761227872,25106.81,Rent payment Jan - Rental Management Marseille,2087-01-07T16:06:31
921adeda-120d-40e9-a8fa-fa7e582912d5,BRKS-MAIE-7D5-LON-1,IMMO36417,transfer,762.42,,,GB64O2353587549278719931050,IT73U2824299878265926637400344,18165.66,Rent payment Jan - Affitti Italiani,2087-01-07T17:21:47
f7e79f69-b5cc-4df0-8838-b2e55ea37741,THMP-KTHR-7F5-LAN-1,DOM61276,transfer,2437.86,,,US98O8833987184952393998596,IT61L3043586752703244905333485,26755.76,Rent payment Jan - Home Living Lantana,2087-01-07T17:22:46
b5ff92bd-9612-4ff0-be41-07ec86398018,THRR-NNAE-7FC-PAR-1,CMPSP38829,e-commerce,159.66,CartWave Marketplace,Google Pay,FR87J5326448215127010563993,IT66B5552675418956245133723569,61865.72,,2087-01-07T17:53:42
3a78a2be-ffca-49f5-8b19-0883632f05d3,KÄST-KRYS-80D-POT-0,APP54105,transfer,446.49,,,DE10X1570993210736919575996,IT22T3839377784382853995254034,3763.44,Rent payment Jan - Real Estate Italia,2087-01-07T18:33:16
8c476662-a258-46a4-a5dc-4f88c79ee8ba,EMP63871,BRSL-MRGH-80A-ROM-0,transfer,1644.08,,,IT63W9325098482136040147880154,IT37M8737377314188313456118,11390.57,Salary payment Jan,2087-01-07T18:40:46
f697f4b2-279b-4bce-a94e-238e128d5a82,EMP44091,BRNR-LCSU-805-SAI-1,transfer,1283.57,,,IT23V6335331503767604457933725,FR71V3065844089265149864070,5725.14,Salary payment Jan,2087-01-07T19:22:59
b51827b7-dd31-4cbf-8ab9-efa639546705,RSMN-MXMA-7FF-MUN-0,ENTNV34304,e-commerce,113.35,RecurFlow Payments,debit card,DE02A0525714154438972242241,IT63J8433737736162597698049905,31880.81,,2087-01-07T21:01:08
5bd68454-72de-4194-b4bb-289b98a6dda6,KLMT-RNST-80D-SCH-1,VNDNV92653,direct debit,48.63,,,DE21R7603852641851255449201,IT94T4007130925261845955351552,8446.10,Student gym membership monthly fee,2087-01-08T02:56:44
20c359d9-c182-48fb-b72a-df5a217ee8b3,KLMT-RNST-80D-SCH-1,VNDNV92653,direct debit,23.67,,,DE21R7603852641851255449201,IT94T4007130925261845955351552,8422.43,Student monthly phone plan,2087-01-08T08:43:00
f0c33279-00cd-4044-a471-7e95a168429e,KLMT-RNST-80D-SCH-1,,in-person payment,11.35,Schwabach - Schwabach Coffee House,debit card,DE21R7603852641851255449201,IT34H7669657023131939348738632,8411.08,,2087-01-08T10:31:14
962c257c-66f0-41e3-abbd-a2a67b476d77,BRKS-MAIE-7D5-LON-1,,in-person payment,28.01,London - Kings Cross Bakery,debit card,GB64O2353587549278719931050,IT76V2984447835416925009275809,18137.65,,2087-01-08T10:43:42
20261327-5235-4945-a169-fcf5100c390c,NLSN-JFFR-7FD-LON-1,PROP45363,transfer,708.61,,,GB97G6070543916778927664841,IT30X3869135917225483053417711,13154.77,Rent payment Jan - Case Sicure London,2087-01-08T11:21:42
